Product,Expected_Demand,Expected_Sold,Expected_Unmet,Legs,Tasks,Assigned_Fleets
P007649,11.05,11.05,0.0,AA0060KOVLUO -> AA0065LUOXSH,super_AA0060 -> super_AA0065,F16C0Y165 -> F0C0Y76
P007651,0.9,0.9,0.0,AA0060KOVLUO -> AA0065LUOXSH,super_AA0060 -> super_AA0065,F16C0Y165 -> F0C0Y76
P007654,11.25,11.25,0.0,AA0060KOVLUO -> AA0065LUOXSH,super_AA0060 -> super_AA0065,F16C0Y165 -> F0C0Y76
P007655,2.3,2.3,0.0,AA0060KOVLUO -> AA0065LUOXSH,super_AA0060 -> super_AA0065,F16C0Y165 -> F0C0Y76
P007658,5.55,5.55,0.0,AA0064KOVXSH,,
P007665,11.8,11.8,0.0,AA0064KOVXSH,,
P007666,1.95,1.95,0.0,AA0064KOVXSH,,
P007668,17.15,17.15,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007669,6.8,6.8,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007670,19.35,19.35,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007671,14.0,14.0,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007672,1.7,1.7,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007673,8.2,8.2,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007675,23.15,23.15,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007676,11.45,11.1,0.35,AA0061KOVZBL,super_AA0061,F16C0Y165
P007677,6.2,6.2,0.0,AA0061KOVZBL,super_AA0061,F16C0Y165
P007678,4.0,4.0,0.0,AA0065LUOBOD,,
P007680,7.1,7.1,0.0,AA0065LUOBOD,,
P007681,20.75,20.75,0.0,AA0065LUOBOD,,
P007682,3.85,3.85,0.0,AA0065LUOBOD,,
P007683,4.35,4.35,0.0,AA0065LUOBOD,,
P007684,8.9,8.9,0.0,AA0065LUOBOD,,
P007688,3.3,3.3,0.0,AA0065LUOBOD,,
P007689,0.05,0.05,0.0,AA0067LUOBOD,,
P007691,5.2,5.2,0.0,AA0067LUOBOD,,
P007692,19.9,19.9,0.0,AA0067LUOBOD,,
P007693,15.75,15.75,0.0,AA0067LUOBOD,,
P007694,2.65,2.65,0.0,AA0067LUOBOD,,
P007695,9.85,9.85,0.0,AA0067LUOBOD,,
P007699,5.35,5.35,0.0,AA0067LUOBOD,,
P007702,6.1,6.1,0.0,AA0065LUOKOV,,
P007703,20.0,20.0,0.0,AA0065LUOKOV,,
P007704,11.6,11.6,0.0,AA0065LUOKOV,,
P007705,1.0,1.0,0.0,AA0065LUOKOV,,
P007710,5.05,5.05,0.0,AA0065LUOKOV,,
P007713,7.25,7.25,0.0,AA0067LUOKOV,,
P007715,13.95,13.95,0.0,AA0067LUOKOV,,
P007716,2.35,2.35,0.0,AA0067LUOKOV,,
P007721,4.35,4.35,0.0,AA0067LUOKOV,,
P007724,6.5,6.5,0.0,AA0069LUOKOV,super_AA0069,F16C0Y165
P007726,13.25,13.25,0.0,AA0069LUOKOV,super_AA0069,F16C0Y165
P007727,2.9,2.9,0.0,AA0069LUOKOV,super_AA0069,F16C0Y165
P007728,8.25,8.25,0.0,AA0069LUOKOV,super_AA0069,F16C0Y165
P007732,10.15,10.15,0.0,AA0069LUOKOV,super_AA0069,F16C0Y165
P007747,24.5,24.5,0.0,AA0026TFBPSE -> AA0062LUOTFB,AA0026 -> super_AA0062,F16C0Y165 -> F16C0Y165
P007764,12.0,12.0,0.0,BA2043TFBQEY -> AA0060LUOTFB,BA2043 -> super_AA0060,F16C0Y165 -> F16C0Y165
P007765,1.0,1.0,0.0,BA2043TFBQEY -> AA0060LUOTFB,BA2043 -> super_AA0060,F16C0Y165 -> F16C0Y165
P007775,12.65,12.65,0.0,BA2181TFBQEY -> AA0060LUOTFB,BA2181 -> super_AA0060,F16C0Y165 -> F16C0Y165
P007786,12.1,12.1,0.0,BA2057TFBQEY -> AA0062LUOTFB,BA2057 -> super_AA0062,F16C0Y165 -> F16C0Y165
P007787,5.45,5.45,0.0,BA2057TFBQEY -> AA0062LUOTFB,BA2057 -> super_AA0062,F16C0Y165 -> F16C0Y165
P007797,11.35,11.35,0.0,BA2573TFBQEY -> AA0062LUOTFB,BA2573 -> super_AA0062,F16C0Y165 -> F16C0Y165
P007800,18.35,18.35,0.0,BA2135TFBQEY -> AA0064LUOTFB,BA2135 -> super_AA0064,F16C0Y165 -> F16C0Y165
P007802,18.25,11.1,7.15,BA2135TFBQEY -> AA0064LUOTFB,BA2135 -> super_AA0064,F16C0Y165 -> F16C0Y165
P007807,24.3,24.3,0.0,BA2135TFBQEY -> AA0064LUOTFB,BA2135 -> super_AA0064,F16C0Y165 -> F16C0Y165
P007808,11.3,11.3,0.0,BA2135TFBQEY -> AA0064LUOTFB,BA2135 -> super_AA0064,F16C0Y165 -> F16C0Y165
P007816,7.85,7.85,0.0,AA0065LUOQTH,,
P007819,0.95,0.95,0.0,AA0065LUOQTH,,
P007820,1.7,1.7,0.0,AA0065LUOQTH,,
P007822,19.8,19.8,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007823,3.65,3.65,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007824,19.55,19.55,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007825,13.7,13.7,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007827,1.55,1.55,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007829,23.95,23.95,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007830,7.25,7.25,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007831,5.85,5.85,0.0,AA0060LUOTFB,super_AA0060,F16C0Y165
P007832,1.35,1.35,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007834,7.3,7.3,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007835,19.75,19.75,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007836,17.3,17.3,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007838,1.85,1.85,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007840,21.4,21.4,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007841,5.25,5.25,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007842,5.65,5.65,0.0,AA0062LUOTFB,super_AA0062,F16C0Y165
P007843,2.0,2.0,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007844,17.15,17.15,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007845,5.85,5.85,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007846,19.15,19.15,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007847,5.95,5.95,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007849,8.6,8.6,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007851,21.15,21.15,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007852,12.0,12.0,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007853,6.4,6.4,0.0,AA0064LUOTFB,super_AA0064,F16C0Y165
P007856,1.85,1.85,0.0,AA0067LUOTJU,super_AA0067,F16C0Y165
P007858,13.45,13.45,0.0,AA0067LUOTJU,super_AA0067,F16C0Y165
P007859,1.9,1.9,0.0,AA0067LUOTJU,super_AA0067,F16C0Y165
P007860,8.2,8.2,0.0,AA0067LUOTJU,super_AA0067,F16C0Y165
P007864,4.05,4.05,0.0,AA0067LUOTJU,super_AA0067,F16C0Y165
P007869,12.9,12.9,0.0,AA0070KOVTJU -> AA0069LUOKOV,super_AA0070 -> super_AA0069,F16C0Y165 -> F16C0Y165
P007871,8.55,8.55,0.0,AA0070KOVTJU -> AA0069LUOKOV,super_AA0070 -> super_AA0069,F16C0Y165 -> F16C0Y165
P007878,1.55,1.55,0.0,AA0065LUOXSH,super_AA0065,F0C0Y76
P007885,11.35,11.35,0.0,AA0065LUOXSH,super_AA0065,F0C0Y76
P007886,4.15,4.15,0.0,AA0065LUOXSH,super_AA0065,F0C0Y76
P007887,3.95,2.15,1.8,AA0089TFBBOD -> AA0603MBTTFB,AA0089 -> AA0603,F16C0Y165 -> F16C0Y165
P007938,0.15,0.15,0.0,AA0109TFBBOD -> AA0605MBTTFB,AA0109 -> AA0605,F16C0Y165 -> F16C0Y165
P007944,6.35,2.0,4.35,AA0119TFBBOD -> AA0605MBTTFB,AA0119 -> AA0605,F16C0Y165 -> F16C0Y165
P007949,0.85,0.85,0.0,AA0119TFBBOD -> AA0605MBTTFB,AA0119 -> AA0605,F16C0Y165 -> F16C0Y165
P007977,5.95,5.95,0.0,AA0121TFBBOD -> AA0609MBTTFB,AA0121 -> AA0609,F16C0Y165 -> F16C0Y165
P007978,20.05,0.25,19.8,AA0121TFBBOD -> AA0609MBTTFB,AA0121 -> AA0609,F16C0Y165 -> F16C0Y165
P007979,12.35,1.35,11.0,AA0121TFBBOD -> AA0609MBTTFB,AA0121 -> AA0609,F16C0Y165 -> F16C0Y165
P007985,0.95,0.05,0.9,AA0121TFBBOD -> AA0609MBTTFB,AA0121 -> AA0609,F16C0Y165 -> F16C0Y165
P007999,6.2,1.9,4.3,AA0107TFBBOD -> AA0611MBTTFB,AA0107 -> AA0611,F16C0Y165 -> F16C0Y165
P008035,4.8,4.7,0.1,AA0103TFBBOD -> AA0615MBTTFB,AA0103 -> AA0615,F16C0Y165 -> F16C0Y165
P008109,5.25,5.25,0.0,AA0629MBTQEY -> AA0135QEYBOD,AA0629 -> AA0135,F16C0Y165 -> F16C0Y165
P008164,6.25,6.25,0.0,BA2492TFBCMJ -> AA0611MBTTFB,BA2492 -> AA0611,F16C0Y165 -> F16C0Y165
P008186,12.2,12.2,0.0,AA0647MBTCMJ,AA0647,F16C0Y165
P008187,79.6,33.95,45.65,AA0647MBTCMJ,AA0647,F16C0Y165
P008188,55.6,55.6,0.0,AA0647MBTCMJ,AA0647,F16C0Y165
P008190,21.85,21.85,0.0,AA0647MBTCMJ,AA0647,F16C0Y165
P008193,41.35,41.35,0.0,AA0647MBTCMJ,AA0647,F16C0Y165
P008194,0.05,0.05,0.0,AA0647MBTCMJ,AA0647,F16C0Y165
P008195,1.0,1.0,0.0,AA0649MBTCMJ,AA0649,F16C0Y165
P008197,2.1,2.1,0.0,AA0649MBTCMJ,AA0649,F16C0Y165
P008198,54.1,1.55,52.55,AA0649MBTCMJ,AA0649,F16C0Y165
P008199,49.3,49.3,0.0,AA0649MBTCMJ,AA0649,F16C0Y165
P008201,13.7,13.7,0.0,AA0649MBTCMJ,AA0649,F16C0Y165
P008204,93.25,48.75,44.5,AA0649MBTCMJ,AA0649,F16C0Y165
P008259,11.5,0.55,10.95,AA0125TFBGBJ -> AA0615MBTTFB,AA0125 -> AA0615,F16C0Y165 -> F16C0Y165
P008287,12.25,2.5,9.75,AA0603MBTTFB -> BA2332TFBHFH,AA0603 -> BA2332,F16C0Y165 -> F16C0Y165
P008296,6.15,6.15,0.0,BA2248TFBHFH -> AA0605MBTTFB,BA2248 -> AA0605,F16C0Y165 -> F16C0Y165
P008308,19.85,1.0,18.85,BA2192TFBHFH -> AA0607MBTTFB,BA2192 -> AA0607,F16C0Y165 -> F16C0Y165
P008315,5.85,4.4,1.45,BA2192TFBHFH -> AA0607MBTTFB,BA2192 -> AA0607,F16C0Y165 -> F16C0Y165
P008319,18.95,0.35,18.6,AA0607MBTTFB -> BA2270TFBHFH,AA0607 -> BA2270,F16C0Y165 -> F16C0Y165
P008328,18.4,1.0,17.4,AA0694TFBHFH -> AA0611MBTTFB,AA0694 -> AA0611,F16C0Y165 -> F16C0Y165
P008329,6.2,6.2,0.0,AA0694TFBHFH -> AA0611MBTTFB,AA0694 -> AA0611,F16C0Y165 -> F16C0Y165
P008364,13.2,1.25,11.95,BA2444TFBHFH -> AA0619MBTTFB,BA2444 -> AA0619,F16C0Y165 -> F16C0Y165
P008385,20.0,0.45,19.55,AA0629MBTQEY -> BA2350QEYHFH,AA0629 -> BA2350,F16C0Y165 -> F16C0Y165
P008407,19.05,19.05,0.0,AA0845CMJIOM -> AA0649MBTCMJ,AA0845 -> AA0649,F16C0Y165 -> F16C0Y165
P008408,12.8,12.8,0.0,AA0845CMJIOM -> AA0649MBTCMJ,AA0845 -> AA0649,F16C0Y165 -> F16C0Y165
P008409,5.35,5.35,0.0,AA0845CMJIOM -> AA0649MBTCMJ,AA0845 -> AA0649,F16C0Y165 -> F16C0Y165
P008413,11.4,11.4,0.0,AA0845CMJIOM -> AA0649MBTCMJ,AA0845 -> AA0649,F16C0Y165 -> F16C0Y165
P008427,16.2,16.2,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008428,5.8,5.8,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008429,19.6,19.6,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008430,12.05,12.05,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008434,23.8,23.8,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008435,11.45,11.45,0.0,AA0069TFBKOV -> AA0607MBTTFB,AA0607,F16C0Y165
P008446,12.35,2.65,9.7,AA0079TFBKOV -> AA0611MBTTFB,AA0079 -> AA0611,F16C0Y165 -> F16C0Y165
P008452,12.6,12.45,0.15,BA2011TFBNGS -> AA0603MBTTFB,BA2011 -> AA0603,F16C0Y165 -> F16C0Y165
P008458,0.95,0.95,0.0,BA2011TFBNGS -> AA0603MBTTFB,BA2011 -> AA0603,F16C0Y165 -> F16C0Y165
P008474,11.65,11.65,0.0,BA2091QEYNGS -> AA0623MBTQEY,BA2091 -> AA0623,F16C0Y165 -> F16C0Y165
P008480,0.95,0.95,0.0,BA2091QEYNGS -> AA0623MBTQEY,BA2091 -> AA0623,F16C0Y165 -> F16C0Y165
P008490,12.3,11.5,0.8,BA2093QEYNGS -> AA0625MBTQEY,BA2093 -> AA0625,F16C0Y165 -> F16C0Y165
P008508,4.7,4.7,0.0,BA2051TFBQEY -> AA0603MBTTFB,BA2051 -> AA0603,F16C0Y165 -> F16C0Y165
P008513,0.9,0.9,0.0,BA2051TFBQEY -> AA0603MBTTFB,BA2051 -> AA0603,F16C0Y165 -> F16C0Y165
P008514,2.35,2.35,0.0,AA0607MBTTFB -> BA2047TFBQEY,AA0607 -> BA2047,F16C0Y165 -> F16C0Y165
P008529,11.65,9.6,2.05,BA2627TFBQEY -> AA0611MBTTFB,BA2627 -> AA0611,F16C0Y165 -> F16C0Y165
P008531,2.9,1.25,1.65,BA2627TFBQEY -> AA0611MBTTFB,BA2627 -> AA0611,F16C0Y165 -> F16C0Y165
P008532,0.4,0.4,0.0,BA2627TFBQEY -> AA0611MBTTFB,BA2627 -> AA0611,F16C0Y165 -> F16C0Y165
P008534,11.3,1.55,9.75,BA2627TFBQEY -> AA0611MBTTFB,BA2627 -> AA0611,F16C0Y165 -> F16C0Y165
P008536,1.2,1.2,0.0,AA0615MBTTFB -> BA2055TFBQEY,AA0615 -> BA2055,F16C0Y165 -> F16C0Y165
P008547,2.1,2.1,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008548,59.9,54.45,5.45,AA0621MBTQEY,AA0621,F16C0Y165
P008549,6.05,6.05,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008550,46.45,46.45,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008551,20.35,20.35,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008553,8.85,8.85,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008554,0.95,0.95,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008555,23.55,4.55,19.0,AA0621MBTQEY,AA0621,F16C0Y165
P008556,18.15,18.15,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008557,3.1,3.1,0.0,AA0621MBTQEY,AA0621,F16C0Y165
P008558,3.7,3.7,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008559,30.05,1.0,29.05,AA0623MBTQEY,AA0623,F16C0Y165
P008560,10.3,10.3,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008561,38.85,27.9,10.95,AA0623MBTQEY,AA0623,F16C0Y165
P008562,14.3,14.3,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008563,4.6,4.6,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008564,23.8,23.8,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008565,1.9,1.9,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008567,47.6,47.6,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008568,4.7,4.7,0.0,AA0623MBTQEY,AA0623,F16C0Y165
P008570,43.5,24.05,19.45,AA0625MBTQEY,AA0625,F16C0Y165
P008571,6.05,6.05,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008572,22.15,22.15,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008573,21.25,21.25,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008574,4.6,4.6,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008575,26.7,26.7,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008578,30.2,30.2,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008579,6.35,6.35,0.0,AA0625MBTQEY,AA0625,F16C0Y165
P008580,2.7,2.7,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008581,49.15,34.65,14.5,AA0629MBTQEY,AA0629,F16C0Y165
P008582,2.4,2.4,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008583,29.75,29.75,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008584,22.3,22.3,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008585,4.65,4.65,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008586,6.3,6.3,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008589,28.75,28.75,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008590,2.65,2.65,0.0,AA0629MBTQEY,AA0629,F16C0Y165
P008593,5.55,5.55,0.0,BA2273TFBSEN -> AA0603MBTTFB,BA2273 -> AA0603,F16C0Y165 -> F16C0Y165
P008595,11.3,11.3,0.0,BA2273TFBSEN -> AA0603MBTTFB,BA2273 -> AA0603,F16C0Y165 -> F16C0Y165
P008596,5.1,5.1,0.0,BA2273TFBSEN -> AA0603MBTTFB,BA2273 -> AA0603,F16C0Y165 -> F16C0Y165
P008600,10.7,4.2,6.5,BA2273TFBSEN -> AA0603MBTTFB,BA2273 -> AA0603,F16C0Y165 -> F16C0Y165
P008606,11.95,10.7,1.25,BA2179TFBSEN -> AA0605MBTTFB,BA2179 -> AA0605,F16C0Y165 -> F16C0Y165
P008607,2.25,2.25,0.0,BA2179TFBSEN -> AA0605MBTTFB,BA2179 -> AA0605,F16C0Y165 -> F16C0Y165
P008611,11.65,0.45,11.2,BA2179TFBSEN -> AA0605MBTTFB,BA2179 -> AA0605,F16C0Y165 -> F16C0Y165
P008617,12.3,9.35,2.95,BA2297TFBSEN -> AA0615MBTTFB,BA2297 -> AA0615,F16C0Y165 -> F16C0Y165
P008628,11.75,11.75,0.0,BA2019QEYSEN -> AA0623MBTQEY,BA2019 -> AA0623,F16C0Y165 -> F16C0Y165
P008634,5.8,0.85,4.95,BA2019QEYSEN -> AA0623MBTQEY,BA2019 -> AA0623,F16C0Y165 -> F16C0Y165
P008638,18.9,10.65,8.25,AA0625MBTQEY -> BA2083QEYSEN,AA0625 -> BA2083,F16C0Y165 -> F16C0Y165
P008648,0.7,0.7,0.0,AA0629MBTQEY -> BA2325QEYSEN,AA0629 -> BA2325,F16C0Y165 -> F16C0Y165
P008649,20.5,0.45,20.05,AA0629MBTQEY -> BA2325QEYSEN,AA0629 -> BA2325,F16C0Y165 -> F16C0Y165
P008650,12.2,12.2,0.0,AA0629MBTQEY -> BA2325QEYSEN,AA0629 -> BA2325,F16C0Y165 -> F16C0Y165
P008655,11.55,11.55,0.0,AA0629MBTQEY -> BA2325QEYSEN,AA0629 -> BA2325,F16C0Y165 -> F16C0Y165
P008657,4.55,4.55,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008659,5.2,5.2,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008661,21.65,21.65,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008662,8.35,8.35,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008663,8.95,8.95,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008666,44.55,42.95,1.6,AA0603MBTTFB,AA0603,F16C0Y165
P008667,4.4,4.4,0.0,AA0603MBTTFB,AA0603,F16C0Y165
P008668,3.15,3.15,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008670,19.15,19.15,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008671,26.85,19.2,7.65,AA0605MBTTFB,AA0605,F16C0Y165
P008672,31.15,31.15,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008673,7.25,7.25,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008674,22.6,22.6,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008675,1.75,1.75,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008677,15.45,15.45,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008678,5.55,5.55,0.0,AA0605MBTTFB,AA0605,F16C0Y165
P008679,1.75,1.75,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008681,7.1,7.1,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008682,18.65,9.25,9.4,AA0607MBTTFB,AA0607,F16C0Y165
P008683,10.7,10.7,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008684,4.0,4.0,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008685,23.8,23.8,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008686,3.45,3.45,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008688,4.95,4.5,0.45,AA0607MBTTFB,AA0607,F16C0Y165
P008689,3.45,3.45,0.0,AA0607MBTTFB,AA0607,F16C0Y165
P008690,7.0,7.0,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008691,12.5,3.5,9.0,AA0609MBTTFB,AA0609,F16C0Y165
P008692,5.7,5.7,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008693,38.45,29.75,8.7,AA0609MBTTFB,AA0609,F16C0Y165
P008694,40.8,40.8,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008695,5.1,5.1,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008696,7.35,7.35,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008697,2.2,2.2,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008698,0.85,0.15,0.7,AA0609MBTTFB,AA0609,F16C0Y165
P008699,52.55,52.55,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008700,3.3,3.3,0.0,AA0609MBTTFB,AA0609,F16C0Y165
P008701,5.85,5.85,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008702,57.85,0.1,57.75,AA0611MBTTFB,AA0611,F16C0Y165
P008703,8.05,8.05,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008704,20.65,18.8,1.85,AA0611MBTTFB,AA0611,F16C0Y165
P008705,31.55,31.55,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008706,7.05,7.05,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008707,28.75,28.75,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008708,2.7,2.7,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008710,22.45,22.45,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008711,3.45,3.45,0.0,AA0611MBTTFB,AA0611,F16C0Y165
P008712,3.55,3.55,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008713,34.9,33.25,1.65,AA0613MBTTFB,AA0613,F16C0Y165
P008714,6.6,6.6,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008715,68.3,68.3,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008716,3.2,3.2,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008717,1.8,1.8,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008718,7.2,7.2,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008720,8.0,4.95,3.05,AA0613MBTTFB,AA0613,F16C0Y165
P008721,26.9,26.9,0.0,AA0613MBTTFB,AA0613,F16C0Y165
P008723,8.5,8.5,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008724,37.0,6.15,30.85,AA0615MBTTFB,AA0615,F16C0Y165
P008725,6.15,6.15,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008726,33.65,33.65,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008727,27.35,27.35,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008728,9.7,9.7,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008729,24.75,24.75,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008730,0.9,0.9,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008732,10.8,10.8,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008733,2.1,2.1,0.0,AA0615MBTTFB,AA0615,F16C0Y165
P008734,2.4,2.4,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008736,8.15,8.15,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008737,19.8,16.7,3.1,AA0619MBTTFB,AA0619,F16C0Y165
P008738,35.6,35.6,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008739,5.75,5.75,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008740,16.6,16.6,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008741,3.8,3.8,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008743,40.55,40.55,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008744,8.45,8.45,0.0,AA0619MBTTFB,AA0619,F16C0Y165
P008787,1.3,0.15,1.15,AA0625MBTQEY -> BA2132QEYTFB,AA0625 -> BA2132,F16C0Y165 -> F16C0Y165
P008793,0.9,0.35,0.55,AA0625MBTQEY -> BA2642QEYTFB,AA0625 -> BA2642,F16C0Y165 -> F16C0Y165
P008796,1.0,1.0,0.0,AA0625MBTQEY -> BA2642QEYTFB,AA0625 -> BA2642,F16C0Y165 -> F16C0Y165
P008806,1.0,0.25,0.75,AA0629MBTQEY -> BA2018QEYTFB,AA0629 -> BA2018,F16C0Y165 -> F16C0Y165
P008860,5.0,5.0,0.0,AA0603MBTTFB -> BA2670TFBZMX,AA0603 -> BA2670,F16C0Y165 -> F16C0Y165
P008870,13.95,0.35,13.6,AA0615MBTTFB -> BA2430TFBZMX,AA0615 -> BA2430,F16C0Y165 -> F16C0Y165
P008871,4.85,4.85,0.0,AA0615MBTTFB -> BA2430TFBZMX,AA0615 -> BA2430,F16C0Y165 -> F16C0Y165
P008881,12.7,1.75,10.95,AA0619MBTTFB -> BA2670TFBZMX,AA0619 -> BA2670,F16C0Y165 -> F16C0Y165
P008882,1.0,1.0,0.0,AA0619MBTTFB -> BA2670TFBZMX,AA0619 -> BA2670,F16C0Y165 -> F16C0Y165
P008912,1.0,1.0,0.0,BA2114TFBZZD -> AA0611MBTTFB,BA2114 -> AA0611,F16C0Y165 -> F16C0Y165
P008914,12.5,4.45,8.05,BA2114TFBZZD -> AA0611MBTTFB,BA2114 -> AA0611,F16C0Y165 -> F16C0Y165
P008925,12.1,7.85,4.25,BA2114TFBZZD -> AA0615MBTTFB,BA2114 -> AA0615,F16C0Y165 -> F16C0Y165
